date,CNVIX
2019-12-09,11.6668
2019-12-10,11.4797
2019-12-11,12.1986
2019-12-12,11.3287
2019-12-13,13.8479
2019-12-16,12.9816
2019-12-17,13.9402
2019-12-18,14.2990
2019-12-19,14.8694
2019-12-20,14.5538
2019-12-23,13.1865
2019-12-24,13.3605
2019-12-25,12.3707
2019-12-26,13.1208
2019-12-27,13.3932
2019-12-30,14.2627
2019-12-31,14.6570
2020-01-02,15.2603
2020-01-03,14.4340
2020-01-06,15.0162
2020-01-07,15.1817
2020-01-08,15.3693
2020-01-09,14.5739
2020-01-10,14.0719
2020-01-13,14.7361
2020-01-14,13.1507
2020-01-15,13.3222
2020-01-16,12.6414
2020-01-17,12.1247
2020-01-20,12.5045
2020-01-21,14.7212
2020-01-22,18.2498
2020-01-23,19.7937
2020-02-04,24.3590
2020-02-05,21.0800
2020-02-06,21.3633
2020-02-07,22.6124
2020-02-10,22.1950
2020-02-11,20.4220
2020-02-12,19.1273
2020-02-13,19.6789
2020-02-14,18.1223
2020-02-17,18.2404
2020-02-18,18.6446
2020-02-19,18.9829
2020-02-20,19.1276
2020-02-21,20.3382
2020-02-24,22.3014
2020-02-25,22.7469
2020-02-26,23.4669
2020-02-27,20.0787
2020-02-28,23.3746
2020-03-02,20.3874
2020-03-03,20.2042
2020-03-04,19.9584
2020-03-05,20.7144
2020-03-06,22.0711
2020-03-09,27.3975
2020-03-10,26.6575
2020-03-11,26.5743
2020-03-12,28.9525
2020-03-13,34.1422
2020-03-16,34.3190
2020-03-17,38.8763
2020-03-18,31.5972
2020-03-19,35.1823
2020-03-20,33.0038
2020-03-23,35.5977
2020-03-24,33.8728
2020-03-25,33.1584
2020-03-26,32.3039
2020-03-27,32.4128
2020-03-30,31.3483
2020-03-31,29.1069
2020-04-01,27.3816
2020-04-02,26.1266
2020-04-03,27.0435
2020-04-07,24.7529
2020-04-08,23.5409
2020-04-09,22.3915
2020-04-10,21.6297
2020-04-13,20.1691
2020-04-14,19.4200
2020-04-15,18.0211
2020-04-16,17.4711
2020-04-17,17.7351
2020-04-20,19.0163
2020-04-21,19.1237
2020-04-22,19.0001
2020-04-23,18.3900
2020-04-24,18.1668
2020-04-27,18.0198
2020-04-28,18.1183
2020-04-29,18.9329
2020-04-30,20.8262
2020-05-06,20.0921
2020-05-07,19.0738
2020-05-08,18.1099
2020-05-11,18.4241
2020-05-12,18.6128
2020-05-13,18.3940
2020-05-14,18.6815
2020-05-15,18.0198
2020-05-18,17.7663
2020-05-19,16.7958
2020-05-20,16.9349
2020-05-21,18.0001
2020-05-22,21.3046
2020-05-25,18.8211
2020-05-26,18.0251
2020-05-27,19.0177
2020-05-28,18.7383
2020-05-29,19.0352
2020-06-01,16.6979
2020-06-02,16.8986
2020-06-03,17.3893
2020-06-04,17.6016
2020-06-05,16.7256
2020-06-08,16.6740
2020-06-09,17.0026
2020-06-10,17.0634
2020-06-11,17.8384
2020-06-12,17.3736
2020-06-15,18.7774
2020-06-16,16.9661
2020-06-17,17.2406
2020-06-18,17.4000
2020-06-19,17.7029
2020-06-22,18.9945
2020-06-23,19.3179
2020-06-24,18.8899
2020-06-29,17.7053
2020-06-30,16.7459
2020-07-01,17.1402
2020-07-02,21.4595
2020-07-03,23.6627
2020-07-06,32.1025
2020-07-07,31.4371
2020-07-08,32.4897
2020-07-09,32.5286
2020-07-10,31.4383
2020-07-13,28.5762
2020-07-14,28.6367
2020-07-15,29.0203
2020-07-16,31.0959
2020-07-17,27.0467
2020-07-20,28.2218
2020-07-21,26.4448
2020-07-22,25.9549
2020-07-23,27.0607
2020-07-24,29.9019
2020-07-27,28.4371
2020-07-28,27.9383
2020-07-29,28.5754
2020-07-30,28.7153
2020-07-31,29.7658
2020-08-03,30.7080
2020-08-04,30.3112
2020-08-05,30.3896
2020-08-06,30.4963
2020-08-07,29.6161
2020-08-10,29.6612
2020-08-11,28.6954
2020-08-12,28.3273
2020-08-13,27.8631
2020-08-14,27.3114
2020-08-17,30.1620
2020-08-18,29.8471
2020-08-19,28.7828
2020-08-20,28.1705
2020-08-21,28.0609
2020-08-24,27.4585
2020-08-25,26.8406
2020-08-26,27.7949
2020-08-27,25.7826
2020-08-28,26.2688
2020-08-31,25.9053
2020-09-01,25.8136
2020-09-02,26.2141
2020-09-03,26.2810
2020-09-04,26.1131
2020-09-07,26.3652
2020-09-08,25.7738
2020-09-09,26.4605
2020-09-10,24.7874
2020-09-11,23.6201
2020-09-14,22.3936
2020-09-15,21.9331
2020-09-16,21.1933
2020-09-17,21.2265
2020-09-18,22.5621
2020-09-21,22.3768
2020-09-22,22.6861
2020-09-23,22.0260
2020-09-24,23.7845
2020-09-25,24.0120
2020-09-28,25.2226
2020-09-29,26.3623
2020-09-30,26.9095
2020-10-09,21.9348
2020-10-12,23.7595
2020-10-13,23.5884
2020-10-14,22.8529
2020-10-15,23.3253
2020-10-16,23.1662
2020-10-19,22.3889
2020-10-20,21.7686
2020-10-21,21.9360
2020-10-22,22.1124
2020-10-23,22.5113
2020-10-26,22.4576
2020-10-27,22.7097
2020-10-28,22.3122
2020-10-29,22.0853
2020-10-30,22.9269
2020-11-02,23.7343
2020-11-03,23.7166
2020-11-04,22.2033
2020-11-05,21.6848
2020-11-06,21.3026
2020-11-09,22.4525
2020-11-10,22.2887
2020-11-11,21.7665
2020-11-12,21.2906
2020-11-13,20.6033
2020-11-16,20.5878
2020-11-17,20.2976
2020-11-18,20.8954
2020-11-19,21.2055
2020-11-20,20.2445
2020-11-23,21.5627
2020-11-24,20.8119
2020-11-25,20.4475
2020-11-26,19.3538
2020-11-27,20.0565
2020-11-30,20.2646
2020-12-01,22.6213
2020-12-02,23.1690
2020-12-03,22.9012
2020-12-04,22.0402
2020-12-07,20.9434
2020-12-08,19.9383
2020-12-09,19.2597
2020-12-10,18.3705
2020-12-11,18.8891
2020-12-14,18.1627
2020-12-15,18.1153
2020-12-16,18.2181
2020-12-17,18.4957
2020-12-18,17.3098
2020-12-21,18.9810
2020-12-22,18.6320
2020-12-23,18.5051
2020-12-24,18.0495
2020-12-25,17.8112
2020-12-28,18.1657
2020-12-29,18.5908
2020-12-30,18.6131
2020-12-31,19.6010
2021-01-04,20.2815
2021-01-05,20.2189
2021-01-06,21.8137
2021-01-07,24.7433
2021-01-08,24.8515
2021-01-11,22.6732
2021-01-12,23.8235
2021-01-13,23.6125
2021-01-14,23.3605
2021-01-15,21.6039
2021-01-18,21.9840
2021-01-19,22.1769
2021-01-20,22.1593
2021-01-21,23.3873
2021-01-22,22.2020
2021-01-25,22.9470
2021-01-26,22.7392
2021-01-27,22.2161
2021-01-28,23.6773
2021-01-29,23.8118
2021-02-01,24.1418
2021-02-02,22.3232
2021-02-03,21.1104
2021-02-04,22.0435
2021-02-05,22.3543
2021-02-08,22.5954
2021-02-09,22.0750
2021-02-10,23.6029
2021-02-18,22.8740
2021-02-19,20.7322
2021-02-22,23.1666
2021-02-23,22.5243
2021-02-24,23.5882
2021-02-25,22.0372
2021-02-26,24.8904
2021-03-01,23.2914
2021-03-02,22.8047
2021-03-03,22.4361
2021-03-04,24.3574
2021-03-05,25.0470
2021-03-08,26.5360
2021-03-09,26.2445
2021-03-10,25.4943
2021-03-11,23.5235
2021-03-12,22.1199
2021-03-15,22.8774
2021-03-16,22.1755
2021-03-17,22.3965
2021-03-18,21.9950
2021-03-19,22.5434
2021-03-22,21.9224
2021-03-23,21.1171
2021-03-24,21.4966
2021-03-25,20.8828
2021-03-26,19.7932
2021-03-29,19.7686
2021-03-30,19.7778
2021-03-31,19.4453
2021-04-01,18.7633
2021-04-02,18.9134
2021-04-06,19.2224
2021-04-07,18.5469
2021-04-08,18.2168
2021-04-09,18.0717
2021-04-12,18.9963
2021-04-13,18.9430
2021-04-14,18.8138
2021-04-15,18.9339
2021-04-16,18.6734
2021-04-19,19.1613
2021-04-20,19.2037
2021-04-21,19.4316
2021-04-22,18.9675
2021-04-23,19.1335
2021-04-26,20.0497
2021-04-27,19.7547
2021-04-28,19.4162
2021-04-29,19.2770
2021-04-30,19.0194
2021-05-06,18.9951
2021-05-07,18.7873
2021-05-10,18.6630
2021-05-11,18.9373
2021-05-12,19.1490
2021-05-13,19.2232
2021-05-14,19.4909
2021-05-17,20.2780
2021-05-18,19.9224
2021-05-19,19.3201
2021-05-20,19.3188
2021-05-21,18.8939
2021-05-24,19.0156
2021-05-25,20.9483
2021-05-26,20.9175
2021-05-27,21.9231
2021-05-28,21.7326
2021-05-31,22.2445
2021-06-01,22.0486
2021-06-02,20.6970
2021-06-03,19.9284
2021-06-04,20.0818
2021-06-07,20.6801
2021-06-08,21.2275
2021-06-09,20.3772
2021-06-10,19.6161
2021-06-11,19.7752
2021-06-15,19.4755
2021-06-16,20.4975
2021-06-17,19.4997
2021-06-18,19.5414
2021-06-21,20.0250
2021-06-22,19.5787
2021-06-23,18.2194
2021-06-24,17.5635
2021-06-25,17.7955
2021-06-28,18.0391
2021-06-29,17.8181
2021-06-30,18.3687
2021-07-01,18.0028
2021-07-02,18.7114
2021-07-05,17.9823
2021-07-06,17.7376
2021-07-07,17.3277
2021-07-08,18.1779
2021-07-09,18.1323
2021-07-12,18.6381
2021-07-13,18.3358
2021-07-14,18.3894
2021-07-15,18.0132
2021-07-16,18.1246
2021-07-19,18.2819
2021-07-20,18.6525
2021-07-21,18.1409
2021-07-22,18.0857
2021-07-23,17.9871
2021-07-26,21.3799
2021-07-27,22.9637
2021-07-28,21.8373
2021-07-29,20.3206
2021-07-30,19.7050
2021-08-02,19.8844
2021-08-03,19.0980
2021-08-04,19.2323
2021-08-05,18.9223
2021-08-06,18.4422
2021-08-09,18.5600
2021-08-10,19.1267
2021-08-11,18.8609
2021-08-12,18.7296
2021-08-13,18.5416
2021-08-16,19.1027
2021-08-17,19.9024
2021-08-18,18.9968
2021-08-19,19.6060
2021-08-20,20.9239
2021-08-23,20.4450
2021-08-24,19.4840
2021-08-25,19.4726
2021-08-26,19.6657
2021-08-27,19.4477
2021-08-30,20.1651
2021-08-31,19.9473
2021-09-01,20.4108
2021-09-02,20.8676
2021-09-03,20.6303
2021-09-06,20.4903
2021-09-07,20.5995
2021-09-08,20.8218
2021-09-09,20.6053
2021-09-10,20.2978
2021-09-13,20.6621
2021-09-14,20.2384
2021-09-15,20.3831
2021-09-16,21.0542
2021-09-17,19.4880
2021-09-22,21.1677
2021-09-23,20.3337
2021-09-24,19.1475
2021-09-27,19.7436
2021-09-28,20.0502
2021-09-29,20.6825
2021-09-30,20.8152
2021-10-08,19.1228
2021-10-11,18.9571
2021-10-12,18.7828
2021-10-13,18.8889
2021-10-14,18.7095
2021-10-15,18.3977
2021-10-18,19.3229
2021-10-19,18.4200
2021-10-20,18.3378
2021-10-21,18.5971
2021-10-22,18.7003
2021-10-25,19.2736
2021-10-26,19.0310
2021-10-27,18.8385
2021-10-28,18.6234
2021-10-29,18.5221
2021-11-01,19.0723
2021-11-02,19.9147
2021-11-03,20.1514
2021-11-04,19.0984
2021-11-05,18.7622
2021-11-08,19.4968
2021-11-09,19.5109
2021-11-10,19.3815
2021-11-11,18.9319
2021-11-12,18.7053
2021-11-15,19.0661
2021-11-16,18.7060
2021-11-17,18.7936
2021-11-18,18.5925
2021-11-19,18.3920
2021-11-22,18.2461
2021-11-23,17.9741
2021-11-24,17.5440
2021-11-25,16.8697
2021-11-26,16.7938
2021-11-29,17.0750
2021-11-30,16.9784
2021-12-01,16.6360
2021-12-02,16.1115
2021-12-03,15.2516
2021-12-06,15.5692
2021-12-07,15.7515
2021-12-08,16.9643
2021-12-09,17.8901
2021-12-10,17.1837
2021-12-13,17.6636
2021-12-14,16.8976
2021-12-15,16.4355
2021-12-16,16.4573
2021-12-17,16.7061
2021-12-20,17.2644
2021-12-21,16.6290
2021-12-22,16.2766
2021-12-23,15.4616
2021-12-24,15.6710
2021-12-27,16.1943
2021-12-28,16.0046
2021-12-29,17.3939
2021-12-30,16.9156
2021-12-31,17.1563
2022-01-04,17.3242
2022-01-05,17.8280
2022-01-06,18.1460
2022-01-07,17.3493
2022-01-10,17.5023
2022-01-11,17.5225
2022-01-12,16.8863
2022-01-13,18.1503
2022-01-14,18.1976
2022-01-17,17.7149
2022-01-18,17.3316
2022-01-19,17.4406
2022-01-20,17.5073
2022-01-21,17.5556
2022-01-24,18.4584
2022-01-25,20.2764
2022-01-26,19.4245
2022-01-27,19.6618
2022-01-28,21.6326
2022-02-07,17.9018
2022-02-08,17.9406
2022-02-09,17.3181
2022-02-10,16.8968
2022-02-11,16.5618
2022-02-14,17.0209
2022-02-15,17.2470
2022-02-16,16.4507
2022-02-17,16.4217
2022-02-18,15.9574
2022-02-21,15.9802
2022-02-22,17.4047
2022-02-23,16.2700
2022-02-24,17.2568
2022-02-25,16.8085
2022-02-28,17.0866
2022-03-01,16.1406
2022-03-02,16.3188
2022-03-03,16.1818
2022-03-04,15.6456
2022-03-07,19.0248
2022-03-08,20.9499
2022-03-09,23.0283
2022-03-10,20.5042
2022-03-11,21.3100
2022-03-14,24.3372
2022-03-16,26.4386
2022-03-17,24.0350
2022-03-18,22.9942
2022-03-21,22.8065
2022-03-22,21.5153
2022-03-23,19.6665
2022-03-24,19.3231
2022-03-25,21.4218
2022-03-28,21.9613
2022-03-29,22.1400
2022-03-30,20.1093
2022-03-31,20.0557
2022-04-01,19.4414
2022-04-06,19.4026
2022-04-07,20.3401
2022-04-08,19.5864
2022-04-11,22.4327
2022-04-12,21.1608
2022-04-13,21.0643
2022-04-14,19.9612
2022-04-15,19.9624
2022-04-18,20.8716
2022-04-19,20.7676
2022-04-20,22.0155
2022-04-21,23.2733
2022-04-22,22.5214
2022-04-25,26.4000
2022-04-26,28.1962
2022-04-27,25.9387
2022-04-28,23.0763
2022-04-29,22.1597
2022-05-05,22.6048
2022-05-06,23.7149
2022-05-09,24.1147
2022-05-10,24.1167
2022-05-11,23.1583
2022-05-12,23.5996
2022-05-13,22.9708
2022-05-16,23.2755
2022-05-17,22.4057
2022-05-18,21.6935
2022-05-19,21.5670
2022-05-20,21.6382
2022-05-23,21.0400
2022-05-24,21.5859
2022-05-25,20.8701
2022-05-26,20.1387
2022-05-27,19.5449
2022-05-30,19.8022
2022-05-31,20.1493
2022-06-01,19.9552
2022-06-02,19.8029
2022-06-06,20.2312
2022-06-07,20.5257
2022-06-08,21.1173
2022-06-09,20.5589
2022-06-10,19.9320
2022-06-13,20.9910
2022-06-14,21.0308
2022-06-15,21.9590
2022-06-16,20.8486
2022-06-17,21.2535
2022-06-20,21.6504
2022-06-21,21.0128
2022-06-22,19.9085
2022-06-23,20.0728
2022-06-24,19.2135
2022-06-27,20.4135
2022-06-28,20.2713
2022-06-29,20.3292
2022-06-30,20.8834
2022-07-01,20.7750
2022-07-04,20.9769
2022-07-05,20.8983
2022-07-06,21.1126
2022-07-07,20.6068
2022-07-08,19.9544
2022-07-11,20.5799
2022-07-12,20.1016
2022-07-13,19.7391
2022-07-14,19.4706
2022-07-15,19.7178
2022-07-18,20.2811
2022-07-19,20.0322
2022-07-20,19.3417
2022-07-21,19.6529
2022-07-22,19.0982
2022-07-25,19.6426
2022-07-26,18.6378
2022-07-27,19.0256
2022-07-28,18.9005
2022-07-29,19.9814
2022-08-01,20.3711
2022-08-02,23.7331
2022-08-03,22.2794
2022-08-04,20.3753
2022-08-05,18.8759
2022-08-08,19.0668
2022-08-09,18.8711
2022-08-10,19.2003
2022-08-11,19.3046
2022-08-12,18.4838
2022-08-15,18.8411
2022-08-16,18.5168
2022-08-17,18.2982
2022-08-18,18.8274
2022-08-19,18.1773
2022-08-22,17.9132
2022-08-23,17.4474
2022-08-24,18.3728
2022-08-25,17.8043
2022-08-26,16.6846
2022-08-29,17.4820
2022-08-30,17.0503
2022-08-31,17.1810
2022-09-01,17.3943
2022-09-02,17.7869
2022-09-05,18.5285
2022-09-06,17.3418
2022-09-07,17.2556
2022-09-08,16.7057
2022-09-09,16.1743
2022-09-13,16.4218
2022-09-14,16.5256
2022-09-15,16.7555
2022-09-16,18.0236
2022-09-19,18.2023
2022-09-20,17.7124
2022-09-21,18.5691
2022-09-22,18.5049
2022-09-23,18.4600
2022-09-26,19.3492
2022-09-27,18.3885
2022-09-28,18.8205
2022-09-29,18.2822
2022-09-30,17.6346
2022-10-10,19.1891
2022-10-11,19.2690
2022-10-12,19.6278
2022-10-13,20.1170
2022-10-14,18.8722
2022-10-17,18.8663
2022-10-18,18.3039
2022-10-19,18.9000
2022-10-20,19.7195
2022-10-21,20.0652
2022-10-24,23.3611
2022-10-25,23.4285
2022-10-26,21.8448
2022-10-27,21.6260
2022-10-28,23.1567
2022-10-31,25.1546
2022-11-01,22.6511
2022-11-02,21.6793
2022-11-03,21.7293
2022-11-04,21.8974
2022-11-07,22.7183
2022-11-08,22.0510
2022-11-09,21.8330
2022-11-10,22.0010
2022-11-11,21.6346
2022-11-14,22.8576
2022-11-15,23.0627
2022-11-16,22.7359
2022-11-17,22.1636
2022-11-18,21.5686
2022-11-21,21.4235
2022-11-22,21.7732
2022-11-23,21.8694
2022-11-24,22.5829
2022-11-25,21.4437
2022-11-28,22.6888
2022-11-29,23.8876
2022-11-30,23.1868
2022-12-01,21.7522
2022-12-02,21.0972
2022-12-05,21.1242
2022-12-06,20.7606
2022-12-07,20.7546
2022-12-08,20.2255
2022-12-09,20.0930
2022-12-12,19.6289
2022-12-13,19.6058
2022-12-14,19.4365
2022-12-15,18.2465
2022-12-16,17.9998
2022-12-19,18.7984
2022-12-20,19.2645
2022-12-21,18.7067
2022-12-22,17.6684
2022-12-23,18.1279
2022-12-26,18.4087
2022-12-27,17.8288
2022-12-28,17.3392
2022-12-29,16.4941
2022-12-30,16.1779
2023-01-03,16.5696
2023-01-04,16.3446
2023-01-05,16.4772
2023-01-06,16.6716
2023-01-09,18.2634
2023-01-10,17.8863
2023-01-11,17.6341
2023-01-12,17.8128
2023-01-13,16.4617
2023-01-16,17.6375
2023-01-17,18.0740
2023-01-18,18.5146
2023-01-19,19.3343
2023-01-20,18.4285
2023-01-30,19.4772
2023-01-31,18.5504
2023-02-01,18.8934
2023-02-02,19.0505
2023-02-03,19.2356
2023-02-06,20.2570
2023-02-07,20.0847
2023-02-08,19.3615
2023-02-09,18.8832
2023-02-10,18.2413
2023-02-13,18.3031
2023-02-14,18.0802
2023-02-15,17.8071
2023-02-16,18.1410
2023-02-17,18.1225
2023-02-20,18.8159
2023-02-21,18.6643
2023-02-22,18.1407
2023-02-23,17.7626
2023-02-24,18.0173
2023-02-27,18.4949
2023-02-28,17.9033
2023-03-01,17.3080
2023-03-02,17.2846
2023-03-03,17.3590
2023-03-06,17.4321
2023-03-07,17.7289
2023-03-08,17.7302
2023-03-09,17.4490
2023-03-10,17.7837
2023-03-13,17.8704
2023-03-14,18.2820
2023-03-15,17.3970
2023-03-16,17.7660
2023-03-17,17.0263
2023-03-20,17.8550
2023-03-21,17.4958
2023-03-22,17.1204
2023-03-23,16.4707
2023-03-24,16.2050
2023-03-27,16.7183
2023-03-28,16.3210
2023-03-29,16.2666
2023-03-30,15.9113
2023-03-31,15.8203
2023-04-03,16.6105
2023-04-04,16.3217
2023-04-06,16.7878
2023-04-07,16.0275
2023-04-10,16.0700
2023-04-11,15.6105
2023-04-12,15.2739
2023-04-13,14.7896
2023-04-14,14.5638
2023-04-17,15.4313
2023-04-18,15.0491
2023-04-19,14.8182
2023-04-20,14.6209
2023-04-21,15.4018
2023-04-24,16.7068
2023-04-25,16.9624
2023-04-26,16.1093
2023-04-27,14.8669
2023-04-28,14.5232
2023-05-04,15.3312
2023-05-05,15.0836
2023-05-08,15.7453
2023-05-09,15.9176
2023-05-10,15.9088
2023-05-11,15.5115
2023-05-12,15.8138
2023-05-15,15.5769
2023-05-16,15.8508
2023-05-17,16.4723
2023-05-18,15.9380
2023-05-19,15.3655
2023-05-22,15.1853
2023-05-23,15.5138
2023-05-24,16.2400
2023-05-25,17.0119
2023-05-26,15.8231
2023-05-29,16.2925
2023-05-30,15.7261
2023-05-31,17.7659
2023-06-01,17.4604
2023-06-02,16.2505
2023-06-05,16.0918
2023-06-06,16.5904
2023-06-07,16.7925
2023-06-08,16.7792
2023-06-09,16.1300
2023-06-12,16.1962
2023-06-13,15.6817
2023-06-14,15.6938
2023-06-15,15.1924
2023-06-16,14.8061
2023-06-19,15.5524
2023-06-20,15.1609
2023-06-21,15.6389
2023-06-26,16.9632
2023-06-27,16.2503
2023-06-28,15.5761
2023-06-29,15.2477
2023-06-30,15.0425
2023-07-03,14.6691
2023-07-04,14.3832
2023-07-05,14.6024
2023-07-06,14.8527
2023-07-07,15.0245
2023-07-10,15.0110
2023-07-11,14.6225
2023-07-12,14.9551
2023-07-13,14.5237
2023-07-14,14.4009
2023-07-17,14.7838
2023-07-18,14.6742
2023-07-19,14.7590
2023-07-20,15.4066
2023-07-21,14.8070
2023-07-24,14.8412
2023-07-25,15.4176
2023-07-26,15.3634
2023-07-27,14.7917
2023-07-28,16.1854
2023-07-31,17.8036
2023-08-01,17.5041
2023-08-02,17.2665
2023-08-03,17.8025
2023-08-04,17.9943
2023-08-07,18.3411
2023-08-08,18.4125
2023-08-09,18.5022
2023-08-10,18.4374
2023-08-11,18.5069
2023-08-14,18.3987
2023-08-15,17.9128
2023-08-16,18.5077
2023-08-17,18.7301
2023-08-18,19.4436
2023-08-21,20.6024
2023-08-22,19.7405
2023-08-23,19.9599
2023-08-24,20.0282
2023-08-25,20.8946
2023-08-28,22.4009
2023-08-29,20.2977
2023-08-30,19.0707
2023-08-31,18.0402
2023-09-01,17.5759
2023-09-04,16.8705
2023-09-05,16.7599
2023-09-06,16.6051
2023-09-07,16.9863
2023-09-08,17.3922
2023-09-11,16.9624
2023-09-12,16.5229
2023-09-13,16.4667
2023-09-14,16.2086
2023-09-15,16.5616
2023-09-18,16.6769
2023-09-19,16.3010
2023-09-20,16.0988
2023-09-21,16.2449
2023-09-22,16.4591
2023-09-25,16.2707
2023-09-26,16.3683
2023-09-27,16.5653
2023-09-28,16.3347
2023-10-09,15.6788
2023-10-10,15.5777
2023-10-11,15.2145
2023-10-12,14.8383
2023-10-13,15.2233
2023-10-16,16.0371
2023-10-17,15.4756
2023-10-18,15.4276
2023-10-19,17.5231
2023-10-20,18.9047
2023-10-23,19.8840
2023-10-24,18.4727
2023-10-25,16.8580
2023-10-26,16.0982
2023-10-27,15.5783
2023-10-30,16.1436
2023-10-31,15.9068
2023-11-01,15.8474
2023-11-02,15.5607
2023-11-03,15.1035
2023-11-06,15.9528
2023-11-07,15.7121
2023-11-08,15.6943
2023-11-09,15.7559
2023-11-10,15.9342
2023-11-13,16.3647
2023-11-14,16.1931
2023-11-15,15.8373
2023-11-16,15.6075
2023-11-17,15.0150
2023-11-20,14.5185
2023-11-21,14.3332
2023-11-22,14.6651
2023-11-23,14.3612
2023-11-24,14.5748
2023-11-27,15.1306
2023-11-28,14.8515
2023-11-29,15.2729
2023-11-30,14.9880
2023-12-01,14.5519
2023-12-04,15.6110
2023-12-05,17.7741
2023-12-06,16.8065
2023-12-07,16.8889
2023-12-08,16.3024
2023-12-11,16.8721
2023-12-12,16.1720
2023-12-13,17.1010
2023-12-14,17.5270
2023-12-15,17.3430
2023-12-18,17.7108
2023-12-19,17.7260
2023-12-20,18.4751
2023-12-21,18.0440
2023-12-22,17.1089
2023-12-25,16.6779
2023-12-26,17.2266
2023-12-27,17.0358
2023-12-28,16.1768
2023-12-29,15.6187
2024-01-02,15.5703
2024-01-03,15.4706
2024-01-04,16.0211
2024-01-05,16.7356
2024-01-08,18.8857
2024-01-09,17.7416
2024-01-10,17.9002
2024-01-11,17.6827
2024-01-12,17.6266
2024-01-15,16.7635
2024-01-16,16.0290
2024-01-17,18.5885
2024-01-18,18.2949
2024-01-19,17.2073
2024-01-22,20.8275
2024-01-23,19.0813
2024-01-24,17.7523
2024-01-25,16.2418
2024-01-26,15.8163
2024-01-29,17.1857
2024-01-30,18.4615
2024-01-31,20.3219
2024-02-01,20.4997
2024-02-02,22.1572
2024-02-05,23.4812
2024-02-06,20.3178
2024-02-07,19.9142
2024-02-08,19.6598
2024-02-19,20.4564
2024-02-20,18.5685
2024-02-21,18.9504
2024-02-22,20.3273
2024-02-23,20.6710
2024-02-26,19.8159
2024-02-27,19.4548
2024-02-28,20.1492
2024-02-29,18.4418
2024-03-01,18.5415
2024-03-04,18.6564
2024-03-05,17.3341
2024-03-06,16.6017
2024-03-07,16.2552
2024-03-08,15.8023
2024-03-11,15.8336
2024-03-12,15.7688
2024-03-13,15.8545
2024-03-14,15.6562
2024-03-15,15.5227
2024-03-18,15.5300
2024-03-19,15.3880
2024-03-20,15.6016
2024-03-21,15.3757
2024-03-22,16.0097
2024-03-25,16.0687
2024-03-26,15.5488
2024-03-27,16.0507
2024-03-28,15.2028
2024-03-29,14.5849
2024-04-01,14.5374
2024-04-02,14.2960
2024-04-03,14.1865
2024-04-08,14.7003
2024-04-09,14.5873
2024-04-10,14.3643
2024-04-11,14.2699
2024-04-12,14.4728
2024-04-15,15.2078
2024-04-16,15.8720
2024-04-17,15.1545
2024-04-18,15.3408
2024-04-19,15.5786
2024-04-22,15.3013
2024-04-23,14.8846
2024-04-24,14.5928
2024-04-25,14.0691
2024-04-26,14.5712
2024-04-29,15.4508
2024-04-30,14.4279
2024-05-06,14.7120
2024-05-07,14.5706
2024-05-08,14.2934
2024-05-09,14.2205
2024-05-10,14.4044
2024-05-13,14.1015
2024-05-14,14.0584
2024-05-15,14.2531
2024-05-16,13.6618
2024-05-17,14.2675
2024-05-20,13.7423
2024-05-21,13.3827
2024-05-22,13.2732
2024-05-23,12.6444
2024-05-24,13.9453
2024-05-27,12.8913
2024-05-28,12.9185
2024-05-29,12.8497
2024-05-30,13.3314
2024-05-31,13.4092
2024-06-03,13.5764
2024-06-04,13.0233
2024-06-05,13.2926
2024-06-06,13.5090
2024-06-07,13.1375
2024-06-11,14.3793
2024-06-12,13.9499
2024-06-13,13.7233
2024-06-14,13.4083
2024-06-17,13.9222
2024-06-18,13.9168
2024-06-19,13.7776
2024-06-20,13.9230
2024-06-21,13.2270
2024-06-24,13.3712
2024-06-25,14.1833
2024-06-26,13.4364
2024-06-27,13.2992
2024-06-28,12.6207
2024-07-01,12.5881
2024-07-02,12.1222
2024-07-03,11.8885
2024-07-04,11.8675
2024-07-05,12.6999
2024-07-08,13.5713
2024-07-09,13.1442
2024-07-10,12.9570
2024-07-11,12.6845
2024-07-12,12.2186
2024-07-15,12.1590
2024-07-16,12.1044
2024-07-17,12.3825
2024-07-18,12.7579
2024-07-19,13.0644
2024-07-22,13.0520
2024-07-23,12.8211
2024-07-24,12.9602
2024-07-25,13.9317
2024-07-26,13.6249
2024-07-29,14.0182
2024-07-30,14.3411
2024-07-31,13.4439
2024-08-01,13.4221
2024-08-02,14.2478
2024-08-05,17.2893
2024-08-06,16.5704
2024-08-07,14.9076
2024-08-08,13.9487
2024-08-09,13.6561
2024-08-12,13.6491
2024-08-13,13.7495
2024-08-14,13.9001
2024-08-15,13.4205
2024-08-16,13.2620
2024-08-19,13.3168
2024-08-20,13.1976
2024-08-21,13.3713
2024-08-22,13.5143
2024-08-23,12.9689
2024-08-26,13.0385
2024-08-27,12.6893
2024-08-28,12.8756
2024-08-29,12.6657
2024-08-30,12.4125
2024-09-02,13.2801
2024-09-03,13.1574
2024-09-04,13.7677
2024-09-05,13.6283
2024-09-06,13.1009
2024-09-09,14.6975
2024-09-10,15.2715
2024-09-11,15.6294
2024-09-12,14.7149
2024-09-13,13.8956
2024-09-18,14.4750
2024-09-19,13.9367
2024-09-20,13.2693
2024-09-23,12.8746
2024-09-24,16.1822
2024-09-25,17.2997
2024-09-26,21.6039
2024-09-27,23.9469
2024-09-30,26.2830
